Sentiment	Tweet
4	ill hate you you cant fit iphone squad im kidding pls buy iphone6s rose gold positive positive positive
4	reading walking home iphone yeah far good like positive
4	texavi1 enduser reviews yet bracing wave next version positive
4	hey could win iphone 6s really need upgrade iphone positive
4	iphone positive
4	 apple discontinue 16gb iphone fing yes amp well cheap minimum for fuck sake positive
4	iphone 6s plus far good positive
4	available moa verizon destination store positive get hang positive
4	iphone users positive love not app worry not try free
4	hello new phone positive
4	check drop test new iphone 6s 6s+ especially like plug icracked end positive
4	ok pretty cool really useful wonder app order beer positive
4	ups calls express finally arrived unboxing time new iphone 6s plus positive
4	iphone 5s edition positive
4	rare glorious day jealous iphone positive
4	iphone6s pleasee positive yearlong money saving process
4	iphone android phones please negative positive
4	hey tiffany today iphone day positive getting pink one lets twin
4	no problem neill hope nejoy new iphone positive kd
4	getting iphone birthday positive
4	waiting leave school stop tmobile pick new iphone 6s plus positive
4	12mp camera new phone nice 576mp instead youve got eyes positive
4	amanda first new iphone several years today though positive
4	justine think iphone 6s positive
4	whoops iphone failure positive
4	buddy long wait grab silver one gold sold positive wan na collect ipad iphone
4	oh app somafm found yess works fine iphone thanks positive
4	want positive
4	know giving best price hight st unwanted iphone 6s well positive amp c apply ask instore
4	new iphone s6 plus ordered way positive
4	back team iphone positive
4	first tweet new iphone 6s positive
4	impulseddream said doutzen kroes wallpapers iphone /5s please positive
4	oh hello pumpkin positive
4	not wait get mine positive
4	iphone 6s/6s+ carrier unlocking service added hours many countries carriers supporting 6s/6s+ gsm mega positive
4	feels nice iphone positive
4	anyone get iphone6s plus positive
4	 international news september aapl positive
0	iphone like years never done negative hate life
0	dont need new iphone want negative
0	fuck iphone 6s cus not getting one negative
0	hopefully able get iphone 6s today negative plane gets like negative
0	bought new iphone not use apple pay not support get use negative
0	new iphone today mine not come til next week negative lt
0	also work iphone launch tmobile negative
0	ended ringin break ordered iphone 6s coming monday not today negative bit gutted fingers crossed
0	iphone best iphone ever makes feel nostalgic negative
0	scared update ios9 not know means itunes match subscription negative
4	It charges all of our 2.0 usb devices like Galaxy Phones Tab notebooks and even some older phones. My only complaint is that the blue light is very bright at night so I have to angle it to avoid the glare. I like how long the cord is without putting any stress on my Galaxy S4
4	It charges pretty well.  I'm not sure if it's a rapid charger but it charges fast enough for what I need
4	I've owned quite a number of car chargers in my lifetime and have had minimal reliance on them.  This charger by far has been the best I've used.  Charges comparably as fast as wall chargers in my house for my Galaxy S3.
4	Perfect and works great! Still working after a lot of use. Seems to charge really fast! You can look down and see it's working by the blue light. At night it's no distraction either.
4	This is great it allows you to quickly replenish your cell battery while driving. I was abled to charge to 70 or more percent in just 30'ish minutes... Great product and good price.
4	I use this on my Nexus 4. It works and it is cheap. Do you need anything else? I think not.
4	I ordered this for my Droid X which I purchased about a week ago.  It arrived in the mail a few days later everything packaged neatly.Everything is pretty self-explanatory you just plug it into the cigarette lighter and into the phone.  It has a cool light ring near where you plug it into the lighter so you know it's working.A great value no need to spend all the $$$ at the Verizon Store (or any store for that matter).
4	This is by far the best charger i have owned.  I have used it for blackberrys droid x and have purchased multiple ones for each car that we have.  Don't buy any other one but this one..
4	Great for the price only complaint is that the whole center ring lights Up blue which is Very annoying at night.Edit was great when it worked now it's a no go. That's what I get for a eight dollar charger.
4	My favorite part of this charger is the big blue ring that lets me know it is properly attached to the lighter socket or my dual lighter sockets.  Other chargers have a tiny red light or a shaded red light that is hidden and many time it has slipped from the socket and thus my phones never charged.
4	It's a good charger it definitely does its job.  My only complaint (otherwise I'd have given 5 stars) is that it's a bit large with the unnecessary blue ring sticking out - this interferes with my cupholder.
4	This is my second charger of this type. The other one stopped working after a few years of being in the car. The charge is as fast as I have seen and the price is cheap so I ordered a replacement.
4	This is a good quality charger. The blue light matches my aftermarket interior lights so it looks pretty cool. I actually bought 2 of these for each car.
4	I bought the charger for my galaxy s2 phone and it works fine it charges the phone in less time than regular chargers I listened to reviews and bought the one from amazon itself not other sellers for authentication and it works fine even when I use the phone the battery is charging. Recommended.
4	It's cheap so I bought it. Just an extra charger for the car just in case. Works well. No issues yet.
4	There are obviously many good and positive reviews for this charger - I would believe them all.Note: I used the charger with a Galaxy Nexus phonePros:- bright blue light indicator - you always know when the phone is charging (something some of my previous chargers have not always been good at indicating particularly when they get rotated)- Fast charge time (not as fast as a home rapid charger but good speed)- cord clip the charger comes with a cord clip that does a fantastic job of providing enough play while preventing the cord from getting in the way. Easy to remove one end to allow an extended reach.- At first I did not like the underneath cord mount but it's utility is growing on me. This keeps the cord from getting in the way.- Price: competitive with generic chargers.Cons: the blue light is very bright at night but it is necessary to be visible during the daytime. (IMO this is not a big enough negative to remove a star)Extra Thoughts: I liked it some much I bought a second one for my wife (HTC Rezound)!
4	My one apprehension with this charger was its size. It looked large in pictures but the backlit clear window with the M logo looks so good I don't mind the size. Best of all is that the charger provides nearly a full amp (measured >950mA on several occasions) of charge. Very fast charger at a great price!Update: MicroUSB port wore out after almost two years. I can jiggle it around and get it to charge every now and then but for the most part it is finished.
4	This charger does the job and is a good value. Works fine with my HTC One. Would recommend and repurchase.
4	Super good especially for the price.  Some people complain about the glowing motorolla sign but I thought that was good so I can see that it is charging correctly.
4	I've bought a number of &#34;Budget&#34; car chargers in the past.  They meet the criteria of low cost but they usually fail on the important task of working&#34; every time.  This costs $2-$3 more than the cheapo models I've tried but it works everytime with every device and continues to work for more than a few months.I've used this in many different cars (some with notoriously troubled cig lighters like my buddy's BMW) and it always seems to work.  I like the &#34;lighted&#34; ring at the end that let's you know in all but the brightest light if it's working.  I also like that it put's out enough power to charge my phone while at the same time using the phone to stream music in my car.  Lastly I like that it works with all of the devices I've tried it with (Samsung S3 Droid 2 Samsung Mobile Hotspot and a few friends have charged their devices too).The first one I bought worked so well I went back and bought a couple more to keep in each of the family cars.  I may need to buy another one or two to keep in my suitcase / computer bag so I'll have one when I travel.  I believe I've had the first one for well over a year and still no problems with any of them.I wish everything was such a good value.
4	My Droid X tends to need a lot of charging and having this car charger handy is a life-saver.  It works great alone or with myMotorola Vehicle Dock for DROID X & Droid X2 with Rapid Car Charger (Motorola Retail Packaging). Good quality too!
4	Working without issue to charge Samsung Galaxy 3s. No issues thus far with two of these.Pleasant blue glow on the Motorola symbol but could be distracting while driving for some.
4	Motorola brand.  Cool blue to match civic console lights.  I like it and it hasn't failed me yet.  Get it to charge your devices today.
4	Do I need to say anything else? Save your time and effort buying cheap crap on ebay. This is the best deal you could get for 5 bucks!
4	great OEM Motorola charger that works great on my Samsung galaxy NOTE 2!!  wasn't 100% sure but i guess most MicroUSB plug chargers will work with others (you may want to dbl check output).  the blue LED isn't too bright nor bothersome.great car charger (and it's an OEM)!:)
4	This Vehicle Charger is a must  have.. WAAAAAAAAAAAAAAY faster than those generic charges you pay twice as much for. I ordered mine from Amazon LLC. be careful of the others in which may be selling variants of this Motorola charger.
4	Love this thing and I'm probably never going to buy another car charger as long as I live. Rapid and reliable. What more could you ask?
4	does the job. i bought this for my wife and she usually complains about these type items but i waited and not one peep so far and that's been over a month. awesome
4	I originally bought this for a Motorola phone and when I upgraded to a Samsung I decided to continue using it since the connector was the same. It worked perfectly. I've upgraded again and it continues to work. It is a rapid charger and I find that it does charge my phone more quickly than a regular charger. It has a sleek style and I like the blue light that glows when the charger is powered. I've bought these for my wife and two sons (and none of us have a Motorola phone). But what I love most is the PRICE (under $6 as of this review)!!! Verizon would charge me quadruple for a charger.[...]
4	and it seems to charge faster ive not timed anything but it seems faster i like the illumiated blue (M) built into the plug even if it is just for look  (ok its a power indicator) but its a flashy indicator. For the price i paid on amazon its a good item and Amazon has deffinately gotten better as of recently abou there shipping.. Im happy
4	Have been using it for some time and other than that it doesn't fit very well in my Honda's center console (it needs to be pushed in every once-in-a-while) I've never experienced an issue.
4	This charger is one of the fastest I have for my phone. Being a Micro B USB it will work with almost any smart phone. The spiral wound cord works well for the short distance in my car but still is long enough for the chasm of my old Ford Truck as well. The only drawback that I've come across is that bright blue LED that can light up the whole car at night. It's very distracting while driving and I strongly suggest rotating the charger so the light is away from the driver's eyes.
4	This charger works really well in fact it works perfectly with my Incredible. It arrived as an original Motorola charger and the company has wonderful customer service. Invest if you are looking.
4	Bought as a charger for my MIL's new phone. I went with this version since the cable is built-in and there could be no mix-ups with what cable to use and where/how to stick it since my MIL is not very tech-savvy. She loves it and it works very well on her phone. The blue LED is not too bright for night-driving yet bright enough to see in daytime so you know it's plugged in. My recommendation would be to get a USB car charger so you can use whatever cable you want and since you have two separate pieces if one fails you only have to replace that part not the whole thing. This however follows the K.I.S.S. principle and works very well. I would highly recommend.
4	does the job with a great price tag. with the other 1700+ reviews and most of them nearly 5 stars do you really have to look any further?
4	Even Motorola is no longer the major brand in the cellphone market their product is still worth to buy.  This charges has very pretty blue light and work very well to this day.
4	This charge was like 5 or 6 bucks. It was in perfect shape and gets the job done. Highly recommended!
4	Does exactly what its supposed to it charges things.  I have two of these and they work great. If I had to comment on any negatives I would say the led in the giant Motorola symbol is way to bright.
4	Having tried many 1 and 2 amp chargers from Scosche and been disappointed (my android used to discharge using navigation and Pandora) I decided to try this.It works!!!! Phone charges with everything on!
4	This power adapter is excellent. I use it for my cellphone and GPS. I even bought two more as a gift for my daughter and husband. Highly recommended.
4	I bought this charger for our LG Venice smart phone for Boost. Both ends plug in smoothly and the charger works well. We used the phone's GPS on a 10 hour drive to Georgia. We were able to keep the phone charged to 80% for the whole trip and kept the phone on to use the GPS.We also like the blue indicator light and the design of the charger that makes it easy to unplug from the car's outlet. This little gadget is quite the bargain.
4	Works perfectly! fits in well in my DroidX! has a well-lit end that you can see in the car. Only caution is that if your phone is in case protector then you may have trouble getting the charger all the way in depending on what kinda case you have.
4	I love this thing.  I haven't had much luck with wall chargers from Amazon but this charger is awesome!  charges my phone to 50% in about 3 mins.  Works well when you need a quick boost or to keep your phone charged.
4	I love this little adapter for my android phone. I love the cool blue light that lights up too. It charges my phone very efficiently. Couldn't beat the price either. Great product. And fast shipping as always.
4	It's a perfect car charger!  Cord is pretty heavy duty and never had any problems with charging anything with a micro usb!
4	I've almost lost count as to how many of these I've purchased already -- I normally keep two in each car to not only charge my HTC Sensation but my work Blackberry as well. I've purchased more to make sure I can plug them into rental cars (as I'm prone to forget things here and there) and keep my devices charged.It's a simple adapter with a glowing blue end - and does everything it has to!Make sure it's purchased from Amazon - too many other reviewers also complain about getting a knock-off product!
4	When I had to get a new phone I needed a different car charger. The store charged thirty five bucks so of course I said no. I knew Amazon would have it for cheaper and was I ever right. I paid a lot lot less with no shipping and handling. WHAT A DEAL!! Of course it works just as it should. I learned a long time ago to only buy Motorola accessories. The after-market companies products never seem to last. So if you're thinking about getting a car charger then I suggest getting this one. Even if you think you'll never need one for the price it's worth keeping one in the glove box for emergencies. (Do they still call them glove boxes?)
4	Clearly a well-made quality constructed charger - which is not something you can say for every aftermarket charger. I'm using it with a Samsung Galaxy S3 and it works flawlessly.
4	The charger was a steal for the price I paid. It also lights a really cool blue once plugged into the vehicle cigratte lighter. The only fault is that it really doesn't rapid charge. The product was delivered on time and the transaction was smooth.
4	Have been using this  for 3 years now and it works great.  1st one last 3 years just bought a second one because i stepped on the connector.
4	Very nice i love it i take it every where i go and glad i bought it keep up the good work
4	This charger of course does it's job but it also looks great doing it.  When plugged into the cigarette lighter it lights up in a sky blue color that really glows at night.  I think it looks really cool and much more expensive than what I paid for it.  So far it has charged my phone quite well and almost as fast as the wall charger.  Would buy again and have recommended to friends.
4	This is second one I got for another car so I don't have to move it around.  The blue light works great because it tells you if it's been plugged in correctly (at least to the car battery).  This time I wish the cable is a little longer 'cause the outlet is further away.  If you need more than 24 inches you may want another choice because the coiled cable does not stretch well.
4	Good charger! I can't say it charges as fast as a home charger but it is still decent and enough to slowly charge even when using my phone as a gps and the screen on all the time. Some people may be annoyed by the blue light it doesn't bother me a bit.
4	Note that I purchased this charger directly from Amazon and not from one of the other shippers. After being pleased with the first one I tried to purchase 2 more but Amazon limited me to 1. I purchased the third charger from another shipper and I worry that it won't be authentic.I received this charger in a baggie containing a statement of Motorola warranty. On the underside of the charger the input/output electrical specifications were given in Spanish. So I think this product comes from a Spanish Motorola inventory. The electrical specifications clearly state an output current of 950mA at 4.75--5.25V. There is a plastic clip (visible in the picture) on onside of the coil that lets the coil fold in two. That helps keep cable management clean in the car.On my way to work this morning with my HTC Rezound smartphone initially charged to 90% I turned on navigation and left the screen on. The sun was out and so the phone became warm in its windshield mount. Nonetheless I arrived at work with the phone at 94% and starting to pulse its current draw to reduce incoming current. So the charger did its job nicely.So I am very happy with this charger. For under $6 it's a high-rate charger from a recognizable source.The low price and the fact that Amazon limits the number a single buyer can purchase makes me think that this charger will soon not be available for sale. Get it while you can. Nice unit (if you get the real version from Moto). Hopefully it lasts for a while.SIDE NOTE: If you are looking for a dual-output charger suitable for tablets I also have recently tried the Mediabridge High Output Dual USB Car Charger (3.1 Amp) and was pretty pleased with it. I didn't try it with tablets but it performed the same test as above with the same results (if not better) and so I'm pretty confident it really will deliver the 3.1A it promises if necessary (and certainly the 2.1A needed for a single tablet plugged in).
4	This was a great purchase. I highly recommend buying this car charger. Very fast shipment and it works great. It stay's in the car jack very well.
4	I bought this mostly because I like to listen to online radio in the car VIA my S3. I can listen to Pandora indefinitely in the car as this charger does a great job. It charges my phone to full while using it to listening to music while I drive. The charger has a soft blue light that tells you it has power. The connection to the phone clicks in securely and does not fall out under the weight of the cord.
4	This is the best.  Car. Charge by. Motorola. Tried. Several bought at tmobile and they don't last  very long..........................
4	This was my originall charger from like 6 years ago... since then I've had several both brand names and brand x chargers... I don't know what it is... but this charger charges faster than any other charger (even ones rated with the same high output).  I bought it again because it will charge almost as fast as the wall charger whereas even my samsung one seemed to only keep the batter yfrom going down.
4	This is a basic car charger. Works as it should no problem there at all. Plus it lights up blue which i really like. Not bad deal for the money.
4	Does what all these reviews have said. I use it on my motorola droid and it works great. Charges fast and has a nice pleasing glow to it. High quality!
4	Charges my phone while I drive. Cord is long enough to let phone rest in console.
4	very usefull adapter.  seems to be in tune with the charging system of my car in that it does not drain my battery excessively.
4	Charger works fast and without any problems that I can see. Great product! Both my wife's and my own car charger had died on us after a couple of years so I got two of these (both are official Motorola products)one for my wife's car and one for my own. I chose this model based on all of the positive reviews and the reviews were right on!
4	The best!! No other description needed. I have ordered seven of these. Five for myself and a couple for a friend. The only problem I've had is keeping them for myself. Borrowed one to a coworker and rather than return it he gave me a $10 bill instead. Another was stolen from my company vehicle. I keep one in every vehicle and one in my lunch box. Never had one fail or have had to wiggle the micro USB end to get it to work like all the el-cheapo ones I had before. For the price Amazon sells them you can order five of them and select Free Super Saver Shipping and it'll still be cheaper than going to a big box store or one of the carriers retail outlets where it'll cost you $30 for the same unit or anything comparable.
4	great price a great place of great place to do business with. That's it nothing else to say have a great summer
4	It looks great and functions as exactly as it should. No regrets with this purchase. I would buy this again.
4	Saw a charger at AT&T for $30 then saw this.  GET THIS ONE!  Save yourself money. Cool as it lights up too.  Use all the time.
4	Nothing compares for the price . If it fails throw it order another . Still ahead in $$$ compared to the pricey ones.
4	Nice sturdy construction. It charges my SGS3 as quickly as the plug-in home charger does. Even while I'm using my phone it will gain charge quickly! I'm very happy with this purchase!
4	I have had this charger for well over a year now and it is the best car charger I have had. Every other charger I have had has broke with in 3 months or less. This was a pleasant surprise. I have also owned several from my service provider and they broke almost instantly. I would highly recommend this item. Great value for the money.
4	I've ordered 10 of these things for my family and it's simply the best priced oem equivalent car charger out there.
4	Car chargers: one thing I really hate buying. I go into the cell phone store and they want a small fortune for one. If you purchase online you absolutely have no idea what you are getting. This charger is a diamond in the rough. It works great and charges my Droid 2 very quickly. It works so great I bought one for my wife. The blue light is a bit bright at night but nothing to take a star off. The light is low drawn power and it does not get hot at all so I just leave it plugged in all the time. Oh yeah it got here lightning quick too.
4	I've used a lot of very poor car chargers which were poorly made and broke quickly. This one surprised me. Very well made and the glowing Motorola logo is a cool touch.
4	I am using this device on my Samsung Fascinate:I liked my first one so much I ordered two more. One for each car and one to carry with me (I'm a professional driver and use lots of different vehicles).Fortunately the micro-USB interface is becoming quite common so this also charges my wifes phone and my bluetooth headset.As a bonus it clearly lights up to let you know when it is getting power.  This is very handy since not all vehicles give power when the vehicle is turned off.
4	Like my title says it's a car charger!  I like the blue light very cool!  But it does what it is supposed to.  No complaints.
4	it's a car charger. you can't get more basic than this. it's cheap. it's got a cool blue light. it works. 'nuff said. worth the purchase price. motorola makes fine gear.
4	For roughly the same price as the cheap chargers at Walmart I think this is a great buy. I use it for my Nexus 4 and it works perfectly fine. Charges quickly and the battery doesn't seem to be negatively impacted at all. I personally don't have an issue with the glowing blue light but others might especially when driving at night. I also like the coiled cord as it means I don't have a long cord hanging around my console. The charger itself feels high quality so it should last for quite some time. The only drawback I can see is that the charger is a bit longer than I would prefer but it's not a big deal. All in all it's a solid buy. Would definitely recommend to anyone looking for a sub $10 car charger.
4	Got this fit my wife's car. Do far it's worked great. No problems with it and it actually looks pottery cool when it's plugged in.
4	This is a Motorola product not a cheap Chinise special.  Well made and works perfect! Works on all brands not just Motorola.
4	Works great for my Android phone. Same color light as my car's dashboard. Works well and no issues. Worth the money.
4	Product is very well built best car charger is used been using other chargers but trashed them after using this product.elegant design and so premium.
4	Works great for my HTC Droid Incredible 2. I imagine it would work for any smartphone or gadget with a micro usb connection. This morning my phone was about 2/3 charged & this topped it off almost to full during my 10 minute commute. Impressive. It also has a compact atractive design and a cool blue light to let you know it's charging. The cord is not too short not too long and I like that it's coiled. Would be a great deal at twice the price.
4	This is a great product. I have several car chrgers and this one is my favorite. Especially the blue glow around the Motorola emblem. Ok I am weird but blue lights on anything make me happy.
4	I have used so many car chargers for micro usb devices.  Many cheap made in china chargers takes forever to charge the phone.  Some even do not fit well in socket and some I had to position the charger to charge the phone.  In some charger cord came off from base charger and or micro usb end.After I invested money in this it seems like solution of all problems.1. Durable cord which I believe that will be fine during cold winter.2. Durable connections to base charger and micro usb end.3. Cool blue lamp which indicates charger is well connected in power socket.4. No problem with connecting and charging any micro usb phone.I liked it so much that I ordered second one to replace it in my second car!
4	works great.. priced right I bought about 8 of them so i can just leave them were i need them.  long cord..  high quaility connectors that fit properly into phone..  only thing i dont like is the huge lighted logo its just too big and too bright.. but I fixed it with a sharpie..
4	This charger accomplishes what it aims to do (charge the phone) and looks pretty sweet doing so due to the blue lit center; however the charger piece sticks pretty far out of my cigarette lighter port and prevents me from putting drinks in the cup holder (2003 Honda Civic).With that being said do not let my 4 stars deter you from purchasing this product if you have ample space between your cigarette lighter and your cup holders
4	Works fine it's your standard OEM Motorola charger.  Bought it for an Android and Blackberry and it works for both .  That clear circle on the tip with the M logo is clear and lights up totally blue when plugged in which I find very cool!
4	I've purchased many (MANY) chargers over the years.  Most work some don't.  Motorola ALWAYS works.  Plus I trust it to deliver the right type of power to my devices.
4	Ir works great it looks neat just perfect. One reviewer didn't like the blue light that turns on when the device is in use - I actually think it looks great.
4	Overall this charger works great the MicroUSB fits well the cord is a perfect length and it's a high current charger so my Nexus One charges fast (and doesn't discharge while running the GPS).  I've purchased two of these now one for me (Nexus One) and one for my wife (HTC Aria).It lost 1 star because the plug part is _really long_ and the silly blue light.  It's actually quite bright and distracting at night I have to turn the thing sideways at just the right angle.  I could cover it if I needed to but turning it works.
4	I am very satisfied with the cost quality and timely delivery of this product. I like to have one in each vehicle and can afford it at this price.
4	On the plus side this charger is aesthetically pleasing to look at and does not look like a piece of junk stuck in the dash. I did expect a faster charging rate for my Motorola Bravo with this charger. For a rapid charger I have not found it to be very rapid in my environment. At least it will keep me going until I can get back to a socket while on the road and running low on charge.
4	It's only been a couple of months but it connects and charges perfect everytime for both my HTC EVO 3d and wifes EVO 4G. Considering buying a 2nd one because we have to share this one on long trips. Not a big deal but wish the cord was a little longer to reach back seat.
4	Thank goodness for whatever committee decided to standardize on the micro-usb connector for power on so many portable devices.  This power port adapter (power port formerly known as Princeoops I mean cigarette lighter) will charge both my phones and both my tablets.  I get a warm fuzzy feeling in knowing it is a Motorola device as I have had positive experiences with Motorola equipment.  To top it off it has a very cool blue light when it is charging.  So a free light show is included.  Nice charger at a very reasonable price.
4	Worked perfectly and fast on my Droid X.  The version I had from Verizon cost three times as much and didn't give me more than a 30% charge increase on a two hour drive.  This gave me 70% in about an hour and a half.
4	Google hasn't done a great job putting out accessories for its Nexus 4 phones.  Fortunately their approach of using a micro-USB cord means I have many choices for charging devices.  The awesome reviews on this product made me buy it without hesitation.  It came quickly and works like a charm.  I had read about the charging capacity and should have expected a quick recharge but it still surprised me.  The blue color looks neat in the dark too.  Win-win!
4	My favorite color is blue... but that is not why I bought this adapter.  Yes the Moto logo glows blue from the blue LED but I know that Moto makes quality chargers.  I buy Moto chargers no matter what brand of phone I use because I know that they will stand up to abuse. If you buy one buy several so that you can keep one in all of your cars in your briefcase your purse your backpack your desk drawer etc.  That way you are prepared no matter where you go.  Besides a coworker or friend will be whining one day about how their car charger died on them.  Imagine the smile when you hand over one of your prized Moto chargers and tell them to keep it.  Get them to buy you a cup of coffee or a can of your favorite soft drink.  :)
4	Good quality charger. It is made from a brittle plastic that breaks easily. It charges phone quickly. The center Motorola symbol glows blue so you know when you have it powered up. I have one in every car (3) I own and my truck.
4	This is my second charger like this (lost my first one... then found it the day this new replacement charger came in... figures).  Both have worked well with a Moto Droid X and Moto Droid Razr Maxx.  It charges just fine at about the same rate as the OEM stock charger so I assume it is around a 1A charger (probably just below 1A).  I don't care for the length of this thing; however it's worked better than other chargers I've had.
4	This USB charger really does work quicker than the one it replaced.  I'd bought a generic charger from Amazon some time ago and at some point it got crushed and broke apart.  The Motorola is just a bit bigger than most chargers but the glowy blue circle is easy to grip and doesn't get in the way of my gearshift which is actually a pretty important thing to know when you drive a stick.I've noticed it charges my Samsung Galaxy SIII fairly quickly--with it below 20% I might but close to the top in an hour or so.  The cord is long and the coiled nature even provides more stretch if you need it.
4	I serves the purpose but can be difficult to press into the charging slot of your car.  i recommend pressing the prongs down to make sure they fit.  Would not recommend for people who have trouble with grip.
4	I ordered this and was so surprised that it was so cheap and charged my EVO so fast.  My Pastor and his wife only had one charger so I gave him one and he loved it as well.  Of course I ordered a replacement for the one that I gave him because they work so great.
4	bought this charger to replace my 5 year old mini-usb charger from verizon. works well and the blue light up motorola insignia looks nice. you don't need to use this with motorola phones... you can use it with any phone that needs a mini-usb connection. the voltage might differ but it'll charge your phone. why pay $30-$40 in the store when you can buy it online at amazon for a much better price?
4	High quality charger appears to be genuine Motorola. Cool blue light. Plugs fit nice and firm. Cord is high quality as well. You should not expect OEM retail packaging though. These are coming in bulk (plastic bag) packaging. Can't complain one bit about that given the price. Why pay $20 for these in the store? Gotta love Amazon. Bought a case screen protector a car charger and an extra home charger for the price of one in-store charger!
4	I purchased this to charge my HTC EVO 3D when in the car. It works very well and is able to keep the unit powered and prevent the battery from draining when GPS is on and navigating. My previous car charger could not provide enough power to keep the battery from draining when using navigation. Could do without the blue light but not the end of the world.
4	Seems like I should not be excited about a charger but this one is great. The last charger I had just broke and it charged my S3 very slowly. This one feels solid and it chargers the phone almost as quick as a wall plug.  I like how it lights up too and that ring makes it easy to pull out. A good buy
4	The cheap car charger I bought from Ebay were causing electric leak and drain out car battery overnight also burn out the car fuse.After review all feedback about this charger I decide to give it a try so far it did not cause any more battery drain issue and work perfectly with my LG and HTC Thunderbold phone.
4	No problems. It charges my Motorola Droid without any problems. I would buy again. &#34;Six more words required.&#34; It's fine.
4	Very good product especially for its price! Looks real nice and charges real fast I'd defiantly but from you again
