Sentiment,Tweet
0,@Apple my wifi is on &amp; working on everything else but my ipad. i'm so pissed. TWO DAYS it's been like this! GET IT TOGETHER #Apple
0,OR @phone OR @apple I FUCKING HATE YHIS OHONE OMG IM SO EMBARRASSED
0,Why can't Apple meet demand for the iPhone 6? #AAPL http://t.co/niSTjt22ql
0,"IE, Chrome, and Firefox all now have public feature roadmaps...come on, @apple Safari!  Feel free to fork http://t.co/rmkflGk5ZH"
0,morning or should I say evening now that @apple replaced my crimped cord! http://t.co/xoaFbFKqTL
0,"@jacobrossi yeah, seriously... why doesn't @Apple have one?  Good developer relations I think to have one."
0,hey @apple my 5s keeps glitching :/
0,"Hey @Apple, every time you update iTunes you make it worse. And worse. #DontUpdateiTunes"
0,@britt_bumgarner @briannalengy I mean it didn't auto correct so who is really at fault here @apple
0,@briannalengy @JessicaB515 @Apple apple I'm gonna sue you for thatb
0,Every time I change keyboards this come up. Like wtf @apple get your shit together http://t.co/A9cimyYod8
0,@apple last time I checked I thought I bought a iphone 6 not a slippery ass bar of soap disguised as one. I DIDNT DESERVE THIS
0,RT @danielllebaker: Paid $20 for a new 5 charger and couldn't  b more pissed about it... this is rape @apple
0,Protesters in the @Apple store pretty much sums it up. Its like a gravitational pull. Shocked it took this long. Next stop? STARBUCKS!!
0,"RT @mrushh: hey @apple why is my phone dying when it's on the charger 
ur stuff sucks"
0,I have to be honest. My once great fanaticism for @Apple is turning into an equally great dislike.
0,"@apple, I really do know my mouse batteries haven't inceased in charge since the last time my mac told me they were low"
0,#chrome needs a fucking update ASAP. Why do @apple and @google play this stupid back n forth shit over software. #letmecreate
0,"My phone died at 8%, why would you let this happen @apple?"
0,dang this phone fuckin sucks. fuck you @apple!!! piece of shit iPhone man. y'all disappoint me.
0,Safari just crashed on me and I didn't have any tabs open wtf @apple
0,Hey @apple how about you guys make a charger that lasts more than 2 fucking weeks
0,@MrBeagleman @Kronykal @Apple That coffee's not even fair trade!
0,"@apple emojis en mac, pleaaaase! :((("
0,RT @Metzzler: Hey @apple how about you guys make a charger that lasts more than 2 fucking weeks
0,"RT @mrushh: hey @apple why is my phone dying when it's on the charger 
ur stuff sucks"
0,Man the @ESPN3 app on @apple TV is some hot garbage.
0,"If you have an iPad 2, DON'T update it to iOS8, it's buggy and slow! #apple @apple"
0,@Apple fix your ios8 garbage software mix in an update ASAP
0,WHAT THE HELL @apple
0,"CGK had laptop prob today.  @apple  Local #, useless. Tech support, useless. 1 hr at Genius Bar, useless.  Buy a PC next time?"
0,"the silicone on my case is peeling, wtf @apple"
0,"Y'all petty as hell, @Apple..."
0,"@apple http://t.co/rOyOwjfiW5 What a nice piece of crap you've created. Great job. Pay more, get less, #crapple #fail"
0,fuck u @apple
0,@tim_cook @therealjonyive #iosissues @ios8problems @Apple More issues. Now safari. I want jobs quality control back. http://t.co/W2754JV0dI
0,Since when did @apple stop replacing iPhone units due to defect? Just because I have some scratches on my phone doesn't mean I dropped it.
0,@apple on hold 56 min....
0,My phone is plugged in and losing battery. Thanks @apple
0,"Hitting below the belt! @Apple 'deleted' rivals' music from iPods, court hears. http://t.co/QiyqAukvc1 #musicnews"
0,Ha ha @NY1 just reported that the 'lie in' at @apple was more organized then the normal big crowds that they're use to #ShutItDown
0,@apple DUCK OFF
0,HOW TF DO U EVEN GET LASAGNA AND LARYNGITIS MIXED UP WTF @apple
0,@apple @stevejobs @iTunesMusic yooo fam it's been 48 hours where's my email back I need that @JColeNC album when it drops
0,"@apple BS that US-purchased iPhone 5 not covered by battery replacement program (https://t.co/LUWqKtRW1g) in India. Arbitrary, unfair. Fix!"
0,Protestors taking over an @apple store.  Really?  Can't find a government office or something that will make change.
0,RT @WolfInPigsCloth: Even the @Apple #NYC flagship store wasn't spared a visit from the #EricGarner protests @verge: http://t.co/xEuDG7rAN7
0,"@apple what is my iPhone not know the difference between too, two &amp; to"
0,MY LAPTOP WONT FUCJING TURN ON OR CHARGE I DIDNG PAY 10000000000 FOR THIS @APPLE
0,YO YOU AINT SHIT @apple
0,my calls wit amanda keep ending @apple fix urself
0,RT @lukesmut: my calls wit amanda keep ending @apple fix urself
0,@Jman98jlb @San0529 my phone does it automatically for some reason. Kinda dumb. Thanks @Apple
0,I can't queue songs on an iPhone @apple @timcook #FixIt
0,@daviddavidw @AugustSmartLock you know what #sucks ? @apple stores have had these locks weeks before many who preordered. #smh
0,I'm still mad @apple
0,@tehhGOAT @Apple do you by accident have me blocked or?
0,You'd think safari would work well since it's an apple product but no it's been freezing constantly. Such crap products @apple
0,Khloe Kardashian has a black iPhone 6 but I still don't have mine???... @Apple whats going on huh? picking favorites? you biased fucks
0,Real tired of my charger breaking every month @Apple
0,RT @paisley_smithh: Real tired of my charger breaking every month @Apple
0,@apple fix os x please.
0,My messages aren't sending...@apple tf is going on
0,#AAPL:Corrupt Apple exec sentenced to 1 year in prison...http://t.co/uCQYyBqrgM
0,@apple #apple corporate raiders selling weak products that stop working within weeks&amp;apple gets out of warranty by claiming dampness
0,RT @swerviinnn: My messages aren't sending...@apple tf is going on
0,@swerviinnn @Apple maybe stop being a whore for once and sleep
0,my notifications are so messed up thank u @apple
0,"@jimmymujaj @Apple it works again fucker, not being a hoe if it's only one person SMD"
0,@swerviinnn @Apple you are very hostile tn
0,@applenws @Apple @AppleProducts Ok yall need to reverse my phone back to iOS 7 bc I can't do this anymore
0,Frustrated after unsuccessfully trying to fix outgoing SMTP configuration. &lt;3 @Apple but this is unacceptable #YosemiteProblems #apple #help
0,@itsblaney hey @Apple why is this happening to my phone
0,@Apple I'm so done with your products like what kind of a FaceTime call is this @AppStore http://t.co/lxKI8qrlc1
0,THE WORLD'S FIRST MURDER VIA FACETIME THANK YOU FOR THIS INNOVATION @Apple http://t.co/Rz8es3q3fj
0,RT @ehsonakbary: THE WORLD'S FIRST MURDER VIA FACETIME THANK YOU FOR THIS INNOVATION @Apple http://t.co/Rz8es3q3fj
0,RT @ehsonakbary: THE WORLD'S FIRST MURDER VIA FACETIME THANK YOU FOR THIS INNOVATION @Apple http://t.co/Rz8es3q3fj
0,. @apple I don't think the '59' should be so close to the '00' when setting an alarm on an iPhone. Many times I have fallen victim to this.
0,RT @ehsonakbary: THE WORLD'S FIRST MURDER VIA FACETIME THANK YOU FOR THIS INNOVATION @Apple http://t.co/Rz8es3q3fj
0,RT @LawKitson: Wut? @apple can I have my money back? kthx http://t.co/zVp7MUZDAM
0,@briankardell @jacobrossi @Apple Apparently even the info if a bug is going to be fixed must be kept secretly. Apple says f*** you to devs.
0,The company crushing @Apple and Samsung in China is making an amazing super-cheap phone http://t.co/55GmnhluXz http://t.co/hxOFXT7Lm7
0,@illogikal @Apple nigga fuck yo couch lol
0,When you request custom gift wrap from @apple ... Don't do it ... http://t.co/DoenA0e8nx
0,"Facebook CEO Mark Zuckerberg criticizes Apple $AAPL #aapl
http://t.co/EVrsNVdeXe"
0,"Apple Could Face iPhone 6 Shortages Next Year $AAPL #aapl
http://t.co/VpMOXOBFJh"
0,@Apple can you fix your devices!!! Some albums are not available on iTunes I download illegal and this happens. http://t.co/NOdur7Nb8C
0,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
0,Can @Apple sTOP making their OS installations so damn bloody difficult STOP ASKING ME TO CLEAR SPACE FROM MY HARD DISK
0,"RT @JPDesloges: Apple's Dilemma With Apple TV  $AAPL #aapl
http://t.co/pFXEUXeU3u"
0,Dear @Apple:  Where the ever-lovin' heck did you put the navigation arrows in the iTunes store? Do you even use your own software?
0,"@apple bought a new iPhone 6, never gets reception in the same places my 4s did and battery life is worse. #nomoreapple"
0,Nigga my phone has froze 3 times today &amp; it's not even 11 am tf @Apple
0,"RT @Vito_sfam: Hey @apple, the battery of my iPhone drops down like my cock when I see a gay porn on the xvideos' main page. Fix this shit!"
0,"RT @Vito_sfam: Hey @apple, the battery of my iPhone drops down like my cock when I see a gay porn on the xvideos' main page. Fix this shit!"
0,RT @AllisonSalz: When you request custom gift wrap from @apple ... Don't do it ... http://t.co/DoenA0e8nx
0,@timesofindia: #Facebook CEO Mark Zuckerberg criticizes Apple http://t.co/ifdorJf6u0 http://t.co/DxvZFy5djv' his iPhone 6+ bend! LOL @Apple
0,Who annoys me more @at&amp;t or @apple @SamsungMobileUS  here I come for a galaxy s5
0,Left the hoos we 100% now got 50 iPhones are dire @apple suck ur mum
0,RT @barrrymitchell: Left the hoos we 100% now got 50 iPhones are dire @apple suck ur mum
0,"RT @Vito_sfam: Hey @apple, the battery of my iPhone drops down like my cock when I see a gay porn on the xvideos' main page. Fix this shit!"
0,"@GiveAwaylPhone5 @BoysQuotations and done I should have won like 5 times alreadt, whats the deal @apple??"
