0	JUNK!!!......This product must be miss labeled.  I can not get my Samsung S2 phone to charge with this OEM charger.  The lights are on the phone says its charging but nothing happens.  I am not sure if I got a defective product but it is very upsetting to sit in your car for hours and not see your phone recharge.  If you need a reliable charger DO NOT purchase this product.If you need a car charger for your Samsung S2 I would recommend the Motorola Vehicle Power Adapter.  It charges fast and is dependable.
2	The Samsung car charger has stopped working within a 6 month period.  I thought a fuse was blown inside the unit but when I attempted to change it I've noticed that it doesn't come apart like most vehicle chargers.
2	WHAT A GREAT PRICE!RIGHT OUT OF THE BOX PLUG N UPLOAD SUM JUICE ...DON'T KNOW IF DROPPING IT REPEATEDLY ON THE FLOORBOARDOR OCCASIONALLY STUFFING IT IN CONSOLE TO HIDE CAUSED FAILURE ...BUT SOON THE GREEN LIGHT FAILED TO LIGHT AND PHONES DISPLAY SHOWEDIT WASN'T CHARGING. SO EITHER SPEND SEVERAL MORE DOLLARS FOR ONE WITHA HEAVIER CORD/STRONGER SHELL OR TREAT IT AS A DELICATE FLOWER.
0	Plugged into the car and worked the first couple of days. Hasn't worked since. My phone does not even recognize it's plugged in.
2	You have to hold it in a certain place in other for it to charge. I'll just buy the Verizon  charger instead
0	This thing worked well when it actually functioned but today it stopped working and I am past the 30 day return window by 10 days give or take.I'm guessing the quality might not be great as that is why it stopped working who knows.. What a waste of money.
0	First this is kind of cheap-looking but I did try to buy the cheapest OEM car charger I could for my phone so that's forgiveable.  The springs on the side don't have much force though so this is constantly slipping out of the 12V car port.  The cable is sturdy but the rubber near the connector is kind of stiff which makes charging AND operating your phone on the go a bit of a hassle.  It's held up well since I purchased it though.UPDATE:  Stopped charging after a month.
2	I have had 3 phone chargers go bad in two weeks. I can not say where I purchased them. Most chargers for cell phones are cheaply made. This one is OK I guess.
2	Got this to replace a frayed OEM cord. The cord itself is ok ;however the plug that looks like OEM and is stamped as such is crap! Took 8 times longer to charge with this unit! When the cord was paired with the actual OEM plug in it worked fine. So if you need a cord its ok; however it is definitely not OEM and the plug is worthless. For the price and really just needing a cord it is a good value but I am very disappointed with the false markings as OEM when it is certainly not.
0	I received this product in a very timely manner which was delightful however I gave it as a gift and was embarrassed to find out it was a defective item. I was reimbursed for the product but would have much rather had a product that worked the first time.
2	It worked fine for a few days then I had to change to cord........The charger itself working fine up to this point..........Rather than send it back I bought another cord from sprint for $19.00
2	I thought this would be a Samsung product but look like a cheap counterfiet. It came crushed and is slow to charge my phone.
0	Had all the marking of a legit samsung product but the cord stop working after 3 days. I'm not upset because it was very inexpensive but maybe you should spend a little more and buy a better product off amazon. When it did work it worked very well.
2	First off the charger works just as it should and all the ports stay connected just fine.People in other reviews were complaining that the cord was too short-- about 2 or 3 feet-- and that was what I was expecting. Instead I got a 5 foot cord which is a bit long for the purpose I was going to use it for (in my car). Now I have a long cord dangling everywhere. That extra length may be a bonus for most but I bumped down the rating due to seller's lack of description and/or consistency. Also I'm fairly certain the product image was changed because when I ordered it a different style adapter was pictured... I was expecting a square shape with the USB port on the side; I got the longer rectangle shape with the USB port on the end... hmm. There's no way to verify that now.In sum: Good charger with good connectivity looks and acts like it's an original Samsung.  Cord length and adapter style may vary as it seems like the seller is not consistent.
0	This charger doesn't charge the battery of my Samsung Galaxy S2 (i9100) properly.When I connect it to my S2 the screen gets frozen and the cell behaves in a unusual (abnormal) way.
2	Was here right on time.Wall adapter what I expected and works well but dose Not Have Quick-Charge As This ad states and that was theWhole reason I chose this chager so that is horribly disappointing and inconvenient ..... The micro usb is useless it looks and acts cheaply made and dose not fit well in to ports an either end will periodically stop working and my phone will freeze and turn off periodically as well....I know its the usd because I tried it in several devices and adapters and it had the same problems....I Will never order from Amazon Again Only two orders out of 13 have come without Defect or Wrong Probuct!Ugh!
2	I would like to start off by saying that this product is what I ordered and I have no complaints about shipping or the condition of the product when it came to my house the problem I do have is the micro usb cable that comes with the charger. Why is it that all of the different companies that sell chargers on Amazon can get the plug part of the charger right but not the micro usb cord? The cord is cheap and not the original cord that comes with the other part of the charger. I am having the same issue with the charger that I ordered for my galaxy note 2. It's a very thin cord and also very short. Maybe a 2 21/2 foot cord? And its of a cheaper quality than the part of the charger that the micro usb plugs into...
0	In a nutshell this is NOT an OEM charger.  Although it has the Samsung markings it doesn't seat well with a Samsung phone.  This means that it's either meant for another market or it's counterfeit.  With that said I wouldn't buy this again.~~~~~~~~~~August 17 2013 - UpdateThe seller tried to make amends by sending me three replacement chargers.  After using this for a while it is still garbage.  It does not charge my phone and in fact it drains the phone.  This must be a counterfeit product.  It has Samsung markings but it does not charge the phone.  DO NOT BUY THIS PRODUCT!!!!
0	After 2 weeks my charger just fell apart while i was taking it from the plug  not a strong charger at all i would have asked for my money but it wasn't even worth it .
0	This one came in broken  The bottom pice snaps on to the sides and the main backing is a inlay piece. Came in scuffed with paint and the pieces will not click in together. If it was not broken I would like it. Also if it wasn't in three click in pieces
0	I never do this but I almost bought this product based off of the amazing sounding fake reviews provided by the shills for PowerBear. If you look at all the positive reviews for this case you will see that none of them are verified purchases and yet every negative review other than this one of course is a verified purchase. What that means is that everyone who has actually bought and used this product thinks that it is crap. Furthermore many of the reviewers have posted twice on this product once per color. Why Amazon allows this is beyond me but that is not the point. Also if you look at the profiles of the positive reviewers you will see that they have posted multiple positive reviews for PowerBear products and many of the reviews are carbon copies of each other. Beware the paid shills!
0	Watch-out all these positive reviews are fake. Some have even reviewed it twice using the same name. What a sleazy way to sell an item.
0	i was raving to a friend about how amazon has great phone cases and how cheap they are and bought him this. it didn't even fit his phone right. poorly made.
2	I bought this for the at&t samsung galaxy s2 and the seller was very slow in getting this item to me. I also notice that this product do fit the SGS2 but the cut outs was NOT good. The cut out opening was too small for the power button there was also an extra cut out for no reason. It does fit nice so I gave it 2 stars but bad opening for my phone will be costly.
0	the case did not fit my phone; was a tad too small.  i could only get 3 corners into the case.  i wound up buying a two piece case that cost about $20 from a local store.  have dropped the phone so many times the case is beat to s*** and no damage to the phone.  good reason to buy a case just not this one.my co-worker delayed in getting a case because he could not find one he liked and broke the display screen making his phone unusable.  buy a case not this rubber thing.  i threw mine away within 5 minutes of it's arrival
0	I read the first few reviews and didn't read any further and now I wish I had cause this thing does not work for the Sprint Galaxy s2. Wish I had known that.
2	Be careful when ordering these cases. Not all Galaxy II's are the same. Mine was a Sprint and this one did not fit my pnone. It went into the trash can as it wasnt worth sending back. Otherwise I am sure it's a great case.
2	I was expecting a bit higher quality product but it is what it is. I've used it for a few months and it definitely helped when I dropped my phone. But at this point I am not using it anymore due to the quality of the product although 'good' it could be better and more solid.
0	there is a different between the size/design of Galaxy II that is carried by USA and what's carried by Asia.  I'm in USA I ordered the cover for Galaxy II that i bought from USA the cover didn't fit and the speaker location is different from the phone.  I copmared the cover to another Galaxy II that is sold in Asia and i found that the design is different.So if you bought Galaxy II from USA don't buy cover from outside USA
2	A note of caution from someone who owned and used just about every major Blackberry model: if you already own a standard USB 2.0 cable and you don't need an extra then you do NOT need this cable. All a Blackberry needs for data transfer is a STANDARD USB 2.0 cable with a Micro-USB connector at one end.There is NOTHING special about this cable and nothing justifies the artificially inflated MSRP listed for it. While this item is sold at a 90% off the MSRP discount it's probably okay to purchase one for as long as after reading the first paragraph you decide that you will need a USB 2.0 cable.The items has 2 stars taken away for the exaggerated marketing claim (professional grade custom cable) and for the inflated MSRP.NOTE: Please make sure that you buy cable with a MICRO-USB connector because this is what your Blackberry needs.
2	I bought this micro usb cable because it was cheap and that it is. I use this with my Nexus s 4g from sprint and although it does indeed charge my device it causes some major issues such as screen lag my computer not being able to recognize what kind of device this is and causing my phone to constantly jump into car mode. So if you need a real quick cable for basic charging this will do it anything else...spend the extra buck on a higher end cable.
0	I purchased 3 of these cables because they were cheap and got good reviews.  I don't know how people are getting these cables to work... but out of the 3 I bought 0 have functioned properly with my Palm Pre!  The best I can do is get it to charge though the entire time it is charging the computer is complaining about Unknown Device and Could not install drivers even though it works beautifully with the original cable.  The only setting that works is Just Charge!  Each of the 3 cables fails slightly differently which makes me believe that each has a different flaw!  I've tried this with my Wife's Palm Pixi as well as used different computers and that failed as well.  Look elsewhere when attempting to purchase a cable for your Palm device!
0	This cable not recommended for this device. That is what I get for an error message. Plus it is really short.
2	I was really impressed by the price and was very excited when it arrived. But it doesn't work like it says it does. At first it charged my phone just fine but then it stopped charging; I waited a day to charge again but it still didn't charge.
2	well bought this so i could have a spare cord since i have the original cord in my car with a usb charger there got tired of keeping track where i had it last.  so this cord works on when plugged into the wall.  when hooked to a pc phone wont stay connected to the pc to transfer files or anything.  so if you just need a cord to plug into the wall this will work but don't even think of this cord if you want to use it with a pc.
0	poor manufacturing quality the connector is too long and does not properly fit in my phone. I would not buy this.
2	cable works fine with my verizon Galaxy S4 it charges and transmit the data fine.However connector tip(phone side) is too thick it won't fit if you use aftermarket cases.
0	The cable is good but it does not fit the Samsung Galaxy S4. It does plug in but not far enough in to hold securely.
2	It works and is a good value for the price compared to the retail stores. The only negative is that it is just a tad too short.
2	I have purchased many chargers for my Samsung phone on amazon and honestly the quality is just so so on them.  Maybe I'm just really hard on chargers but I feel like they should last more than a few months.  Spend the money and get a good quality one.
0	I got this to charge my Samsung Galaxy S2 but it ALWAYS came unplugged from the phone whenever the phone would be moved it falls out and even just resting on a flat surface it would eventually find its way out of the phone. I had to buy another USB cord because I became very frustrated with this
2	Works fine IF you don't move the phone.  If you handle the phone the plug works its way out within two or three minutes.  This despite a relatively stiff fit.  Note that the cord that came with the phone plugs in smoothly and securely.  That's my general-use cord now; this one is relegated to overnight charging where the phone isn't being used.
0	Disappointed at how cheap they are and doubt they were designed for newer devices.  They are also very short.  Took a long time to ship.  Specifically purchased due to the ad saying they were for Samsung Galaxy devices.  It did not work in my S4.  They require a good charger a d one that is newer and better.
0	damaged charger. when i recieved it the charger had a short in it. i had to wiggle the cord for my phone to charge.
2	This charger doesn't work very well. When plugged in it shows that it is charging but after ten minutes I'm lucky to get 1% more on my battery. I only use it now if my battery is low and I want to keep it from getting lower...that's really all it's good for.
0	I was pretty upset to find that one day it stopped charging my phone right in the middle of a long trip. FFFFFFUUUUUUU...
2	It works that's about all that can be said for it. It charges my Galaxy fine but cord does not retract. Mine came with a busted spring. Cheap enough I don't care not worth the shipping to return. It charges I suppose that's all that matters
2	Looking at the price I ordered 2 of these.It served the purpose initially. But in few months one of them stopped working.that's 50% hit rate. Though I don't what's the life for the other charger.
2	Initially it is a great charger at a great price. However I've been through 2 now and they tend to not last very long. For the price though I guess it's still not a bad deal.
2	The charger works fine.  It was a great value considering how much they cost in stores.  However it doesn't retract at all.
2	The plug fits and it charges my Captivate it felt rather snug. The retractable-ness of this charger is anything but. Plain ol' doesn't work. I literally took it out of the package and the first time I pulled the cord out - didn't yank tug or otherwise forcefully pull it - about 10 inches and hit the retract button to test it out and it retracted about 2 inches of it. I pulled it out further retracted about 4 or so inches of it. Bottom line was that after messing with it and *feeding* it back into the charger versus it retracting itself automatically when depressing the retract button it took a few minutes to get the plug retracted so that only a few inches of cable was still hanging out of the charger and that was the best I could get. The cable would only automatically retract 2-4 inches at any given length. The main reason I wanted this was for the retractability since I hate having cables dangling around.Working on getting a refund for this item now.
2	I like how long the cord is with this changer so that I'm able to reach the night stand and table from where I plug it in at.  However I'm not a fan of how long it seems to take to charge to full charge nor how it atomically &#34;stops&#34; charging at certain times on it's own.
0	I was very pleased with this item when I got it back so quickly because it was a gift. However I cannot give a 5 star rating for a product that never worked.
0	The Phone charger works it charges the phone. However while the phone is charging it continually beeps as when the battery is too low.It will not stop beeping while it is charging until the battery reaches a certain percentage.I do not think this is the correct charger to be using on the phone I have.Now I am worried based on other reviewers that the battery may blow on the phone and I'll have to replace that too.I would not recommend buying this charger.The charger from my old blackberry works better.
2	When i went to take the charger out of my wallit snapped in half. Lesson learnedcheap things break too quickly.
2	Product came really fast nice long cord which was great considering factory cord is so short. Worked great til the third day then I don't know what happened...at the price I didn't expect perfection and at Sellers defenseI have not contacted them..it could easily be my own fault and I've been so busy...even review is late. (Sorry)
0	it was the wrong one.The male end does not fit the Iphone 4s .  Once it was pulled out it would not retract
0	THIS IS A BAD CHARGER IT DOES NOT WORK PROPERLY AND IT HAS A REALLY BAD SHORTAGE. I HATE IT!
2	good
2	This headset works fine but I expected somewhat better sound quality for the price. Also have not been able to get it to work with my Samsung Galaxy I'm guess that was an issue with the 2.5 to 3.5 mm plug adapter I got since it works fine with my panasonic cordless phone. Not sure if this would allow you to initiate a call on the cell phone however which is what I am really looking for from a headset since bluetooth headset sound quality is so poor.
2	Excited about this based on good reviews but did not have the same experience.Tested on my Nexus S cell phone person on the other end complained about static and poor quality sound.  I unplugged headset and switched to using my cell and they said the problem went away so unfortunately problem seems to be with this headset.Also just FYI this does not come retail packaged but shows up in a plastic bag with no instructions.  Not a problem for me but makes me wonder where these are from and the quality.
2	I've tried and returned at least 5 headsets ranging from $15 to $150. This one was typical of the others that I returned low volume on the earpiece and low quality microphone. I finally ended up with a Panasonic TCA60 for about $19 which is very loud and sounds great on both ends. It's nothing fancy no volume control and no mute but who needs that when you can accomplish the same thing with your phone. Price does not determine sound quality. I recommend this product.
2	The only problem with this headset is that people you are talking to will have trouble hearing you.  This is pretty important to me so I only give it 2 stars.  I have used it extensively with both my cell phone and my cordless phones at home with the same problem.
2	I don't think this will last very long.  I was thinking of deploying this in a call center environment but I don't think it would last very long.  Plus the cord is too short for desktop use.
2	The one plastic wedge broke on first use.  Otherwise it is about what I expected.  A usable set of tools for phones and some laptops.
2	The Torx screw drivers work wonderfully and the tweezers work well but the pry tool is too weak and ineffectual for the project I used them on.I bought this kit to remove the cameras out of my HTC 4G LTE and I didn't have any problems except for removing the small plastic portion on the bottom rear side of the phone.  The pry tool was way too flimsy for the job and I'm not convinced that it would do the trick for any similar function.I'd recommend this kit if you primarily purchased it for the Torx drivers but not if you require the use of the pry tool as well.
0	Installation was easy and the tool kit worked though the plastic tools are no the robust and will break if you tweak on them too much. The paper foil was coming off the battery when I open the package but folding back in place worked once it's in the phone it is not an issue. So far the phone charges fast and the life is much better than the 2 year old battery it replaced. So far I would recommend this battery.Update: 4 weeks after installing this battery is would only last 5 hours and that was barely using the iPhone with NO voice calls at all during that time and no extra heavy use of the internet or anything. Drained it and charged from dead several times made sure that location services blue tooth apps closed... all OFF and still drained. Got my money back and bought one for 1/2 the price and that one works great! Maybe I just got a defective battery.... A risk we all take when buying these 3rd party batteries.
2	I haven't used them all yet but they aren't as quality as some of my precision tools.  Like the pry tool and tweezers.
2	the torx is the only real useful tool in here for the evo4g. not a big fan just use a credit card instead
0	Seeing is how the 2 5 star reviews on this item are from fake users who seem to be trash talking other iphone battery sellers and 5 staring there own is pretty messed up so therefore it appears this seller is some type of scammer.
2	Pros- Good tool set if you need to take things apart.Cons- They came in a plastic bag (no case)- They're extremely flimsy plastic that makes me feel like if I use them over 10 times they're going to break.I don't recommend this at all and would recommend you buy something other than this.
2	Judging from what I've seen in other reviews and what I received there is inconsistency in what is being shipped out.  I received a zip-lock bag containing 12 pieces. (See user uploaded photo that matches the description below)- 6 Torx type drivers magnetic tip (T4T5T6T7T8T10) (Orange handle with blue cap)- 1 Philips driver magnetic tip (black handle)- 1 Flat driver magnetic tip (black handle)- 1 3-point driver magnetic tip (clear red handle)- 2 tweezers (stainless steel on blister packs)- 1 pry tool (dark green)I purchased this set to do some work on a Droid X (MB810) and they did the job well enough except I had to carefully use the T4 instead of a T3 *very* carefully on 12 screws holding the screen assembly together. I'll give it a 3 star rating It's OK
0	Battery would not charge in iPhone. iPhone shut down after 2 minutes of being powered up. Had to throw it away.
2	i bought these tool to us for repairing my nephews iphone 4 but non of them were the right size so if you buying them for the iPhone don't buy these
2	These are all torx drivers there is no flathead or phillips in this set which is going back to Amazon today.
2	It has a lot of what I need to do basic repairs on a phone but it is bare bones.
2	Could have been better for the price and wait time. 2 of the drivers are labeled as a 1.5 but are clearly different sizes. Also the wear kinda fast if working with tight screws
0	Really poor quality tweezer bent like nothing screw drivers made of cheap plastic adhesive removing tool again cheap plastic you get what you pay for would not recommend to anyone who is trying to perform phone surgery
2	Not the best ive purchased but it came with the right size for iphone 4 but the ones with the yellow handles are really just different sizes for a star screw and none of them fits the iphone 4 star screw. You can always use it for another gadget though.
0	I received it today and it doesn't charge. I'm sure it is used - I found a piece of broken iPhone glass on the contact side.
2	It's $6 so I don't know if I'm asking too much. The screw drivers work and are slightly magnetized. The prying tool is completely junk and broke before I had even finished my task - a guitar pick is much more durable. The tweezers are also worthless. Get them for the screwdrivers not for the other tools.
2	I purchased this battery to replace a water soaked one in an iPhone 4. I don't even know if it is charging or not as the unit won't turn on for me. The shipping is prompt the packaging great and the description is accurate.
2	I'm sure that there is something that says it will not come as pictured but still I was disappointed.The tools helped me get the job done but they also did not hold up well. The plastic plying tools bent and broke fairly quickly. I can't say that it wasn't user error but they seemed very cheap.
2	Purchased this to remove screws on my Samsung Galaxy SII but even the smallest tool in the set was too large.
2	not badbut Too little things inside is incomplete and the bad use of hexagonal. But it is ok . thanks
2	Had a mix up with getting the item and slow shipping but it was all resolved in the end so I am satisfied with the purchase
2	the tools are ok Just not quite what I  expected.  They were however better than the ones that came with the screen I ordered.
2	You get what you pay for. They strip easily. VERY cheaply made. But I only needed them for a one time use and I didn't have to spend a bunch of money so I can't really complain. But if you will need them more than once...spend the money on good tools.
0	The eargels fit to the earpiece is fine nice and tight but as far as actually getting ANY of the sizes to comfortably fit FORGET IT
0	I got these for my jawbone headset. Many had said they work great. but for the life of me i cant figure out how you get them to work short of superglue and even then they are too quiet to hear so i guess they work on the jabra they are designed for but not the jawbone.
2	On the recommendations of a few reviewers I tried these gels for my Jawbone headset. Unfortunately they did not fit well and came off every time I took the headset off. That was too bad because they did seem somewhat comfortable and did direct the sound into my ear for a louder and clearer sound. However I returned them because of the poor fit. They would probably work well on some other headsets. If they fit your headset then I would give these gels a try.
0	When I first installed one of these on my new Jawbone II they were fantastic.  They fit my ear canal perfectly negating the need for the ear loop that came with it.  Unfotunately after a few days they started rejecting my headset.  The ear pieces would not stay on the Jawbone and they would no longer stay firmly in my ear.  I tried washing and drying them thoroughly but that only helped for an hour or so.  I am not sure what the fit problem is but they turned out to not work for my Jawbone II and me at all.
0	these were advertised to fit the habra stone.  they did not. i don't know if they changed the advertisement since then but it was aid to be a package with the habra stone so i got it. not even one piece fit.  threw them away
0	I bought these so my headset would be more comfortable...These hurt your ears just like the one that comes with it no matter what size you use. I wouldn't recommend this to anyone...Don't waste your money.
2	These are the exact ones that I was looking for but there is one problem.  They are supposed to be clear but they arrived yellowed in the package.  It is obvious that they are new but they have yellowed and are no longer clear.  I bought these to replace existing ones that I have that have yellowed but not to the extent of these new ones.  I have had the previous ones since 2010.  I will keep as spares but am unhappy with the condition of these EarGels.
2	The gel inserts on the Jabra is quite uncomfortable at least for me.  It's a bit hard to make the earbud stay in my ear and forget about jogging wearing this.  Also the insert comes off very easily and if a friend wants to borrow it and has different size of ears you need to find the other sizes of the insert.  Sound quality is mediocre as callees often complain about wind noise from my end.  I'm not happy with these.
2	Jabra makes by far the best hands-free devices on the market.  This particular model the EarBoom is not with it's faults.  However it will meet your needs for the most part if you figure out it's peculiarities.Jabra provides multiple ear gels for comfort and for left ear or right ear use.  The criticism that they are hard to get used to is valid.  You have to try putting them in different ways till you figure it out.  The instructions are not a substitute for trial and error I suppose.As for the hands-free jack on your phone you have to make sure you have a 2.5 millimeter jack.  That is the one with 2 stripes on the plug.  Unfortunately a specific compatibility list is hard to come by.  Look at the specs for your phone and give it a try.The microphone will capture sound just fine despite the short arm.  If you find people are telling you your voice is muffled you must slighly twist the microphone head.  I have found that sometimes if it is at the wrong angle it will not capture sound as well.  The arm is flexible enough that it can be adjusted slightly.I also prefer the EarWave Boom or the EarWrap which have wraparound ear attachments and a slightly longer more solid arm.  The Jabra EarWave Bud doesn't have a microphone arm but instead has the small mic on the cable with a clip to attach it to your tie.  Personally I don't like those models.  I have not found much difference in sound quality though the EarWave Boom and the EarWrap are somehow easier to figure out.For difficulty of use and for a microphone arm style that I just don't like I have docked this unit 2 stars.  It should be noted that none of Jabra's newer models have this microphone arm any longer  But this is good bang for the buck.  Try other higher end models if you are more demanding like I am and are willing to spend the money.
2	These things were terrible.  The &#34;Boom&#34; would keep pulling the ear but out of my ear and I couldn't keep anything in place. The cord was very flimsy... It was just an all around bad buy.  Wouldn't do it again.
2	Not really worth getting.Except for very limited application this is not an good way to connect a audio device to the car stereo.this item creates a bunch of mechanical noise and in addition the sound quality from the attached device is very poor. It works but is not worth listening to unless one has to.  As limited as the fm transmitters are they have significantly better sound quality.  I'd return this except it would cost more to ship than it is worth.
2	My moms car couldn't have an upgraded radio (freaking saabs...) but one of the two positions didn't work. Still worked for her though.
2	Great for the price.  Sound quality is not what it should be I think but my kids love it.  I like the idea and am going to buy one for my car but a different brand to see if there is a difference in sound.
0	I tried using it with my Sansa Clip MP3 player in my Toyota MR2. The car makes a lot of noise in any case so I'm not holding out for audio lab quality. However the product made a quite audible (at low automobile speeds) click-click-click. I might have been able to tolerate that. However there was also an electronic whistle increasing in frequency with the RPM of the engine. The whistle interfered excessively with the intended sound from the player. The volume of the Coby CA-747 was ok. I hadn't thought that would be an issue until I bought a comparable Maxell cassette adapter at Long's to replace the Coby CA-747. The volume with the Maxell product was very weak and I had to turn it way up. The Maxell didn't go click-click-click but it whistled too. So both the Maxell and the Coby get 1 star from me. I'm trying out the offering from Philips next...
2	This item doestn work on 2001 Chevy suburban.I tried too many things to get it work but no chances anyways dual position thing is good for using with different players.
2	I opened it and didn't see where the springs were.. If anybody can take a pic or describe it I will love u so much. Good product but i was getting the reel error on my tape display in my ford expedition. It makes my blackberry phone sounds great. Dislike the radio so please help me.
0	very disspointed not getting a coby cassette tape because it did not work in my car :/ i need my music
2	Seems great at first. But sound is kind of shaky almost like the magnetic head is not making good contact. Also it has a bad habit of locking up the wheels and it makes the radio think it's hit the end of the tape and will auto reverse only to find it locked again and then reverse again. It'll get stuck in this infinite loop. You have to take it out smack it a few times to free up the wheels and then put it back in. Oh and that plug for the cable on the tape is loose as hell. pull on your device too quickly and it'll put the plug right out of the tape while its still in the deck.
2	I fixed the issues for the time being.  I turned down the bass on my stereo.  I also made the default volume 75% on my phone.  This is the combination that worked for me.  I also left the casette in.  I figured if there was dust and other stuff in there then i would have to let it settle.  The burn in period was about 3 days.  Afterwards it was AMAZING the sound clarity improved so much. So don't give up try these things. You may need to clear the dust from inside your tape player I'm sure that may be the cause of many issues.Fix eject issue:[...]
0	But will keep this short and sweet -Cord contains lead and must be handled regularly in a car where there is nowhere to clean your hands after touching the thing.Sound quality quickly goes downhill with crackling evident after only 5 uses.Now stuck in my dashboard player because the modular adapter broke off and the cassette will not fully eject. I am sure the husband will be griping the entire time he tries to get it unstuck.Avoid at all costs!I scanned past the negative reviews since this product had a few really positive reviews with a lot of helpful votes. Big mistake as now I have to unstick the adapter from my cassette player and try to get Amazon to take it back. (I bought 2 on clearance)
0	These things are just a confidence trick. They don't do a thing. They can't do a thing. If you believe these make your phone work better then you probably find the stripes down the side of cars make them go faster too.
0	Come on Amazon I can't really believe you are selling this under your own name!
0	This thing is a waste of paper it doesn't give u any better reception. This is a total rip off in my book :-(
2	I would like to say that this is not cheap junk but it did nothing at all for my cell reception.On the other hand I have an iPhone with AT&T; so it could be that combination doesn't work with it.It appears it worked for a few people with a different phone so I am going to be generous and give it 2 stars taking into account it could have been my unit.;-)
2	I gave it 3 stars because I was generously sent a bunch of these on only one order.  Otherwise I am not so sure that these work very well.  I have tried on 2 phones and the results have been inconclusive.
0	Want to try one? They sell these at the dollar stores. It does nothing to improve your signal.
0	Didn't work It did not work at all. I have a dead spot when I drive to work where I totally lose the Signal. This device did not help at all. DO NOT WASTE your money on it. even for less than $2.00 its not worth anything.
0	i cant say it works because i tryit for a long time on my iphone and it didnt made a difference at all...
2	I purchased this for my sisters phone. She continually has calls dropped so I got her this signal booster and it hasn't made a bit of difference. I bought these before for my previous cell phones and they really seemed to help. But apparently not so much anymore.
